task_id,task_id_kind,invocation_count,status_history,successful_invocations,productive_invocations,total_cost_usd,wasted_cost_usd,total_duration_s,total_num_turns,first_started_at,last_started_at,span_hours
5420,numeric,1,success,1,1,2.117344,0.0,197,36,2026-05-21T14:24:53Z,2026-05-21T14:24:53Z,0.0
5421,numeric,1,success,1,1,2.100563,0.0,170,29,2026-05-21T14:28:39Z,2026-05-21T14:28:39Z,0.0
5423,numeric,1,success,1,1,2.279754,0.0,211,45,2026-05-21T14:36:42Z,2026-05-21T14:36:42Z,0.0
5424,numeric,2,failed;success,1,1,2.81135,0.0,1946,56,2026-05-21T14:40:50Z,2026-05-21T15:06:26Z,0.43
5425,numeric,1,success,1,1,2.105215,0.0,222,26,2026-05-21T15:45:16Z,2026-05-21T15:45:16Z,0.0
5426,numeric,1,success,1,1,2.103153,0.0,190,41,2026-05-21T15:49:18Z,2026-05-21T15:49:18Z,0.0
5428,numeric,18,failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed,0,0,1.531076,1.531076,153,0,2026-05-21T15:56:48Z,2026-05-21T16:08:31Z,0.2
5429,numeric,1,success,1,1,2.301004,0.0,270,21,2026-05-21T17:52:42Z,2026-05-21T17:52:42Z,0.0
5430,numeric,1,success,1,1,6.024079,0.0,1112,158,2026-05-21T17:57:34Z,2026-05-21T17:57:34Z,0.0
5431,numeric,1,success,1,1,2.582021,0.0,413,30,2026-05-21T18:16:25Z,2026-05-21T18:16:25Z,0.0
5433,numeric,1,success,1,1,1.987705,0.0,191,18,2026-05-21T18:27:32Z,2026-05-21T18:27:32Z,0.0
5434,numeric,1,success,1,1,1.8064,0.0,133,27,2026-05-21T18:31:04Z,2026-05-21T18:31:04Z,0.0
5435,numeric,1,success,1,1,2.967047,0.0,335,45,2026-05-21T18:33:34Z,2026-05-21T18:33:34Z,0.0
5436,numeric,1,success,1,1,1.901026,0.0,130,23,2026-05-21T18:39:35Z,2026-05-21T18:39:35Z,0.0
5438,numeric,1,success,1,1,3.338522,0.0,583,66,2026-05-21T18:45:46Z,2026-05-21T18:45:46Z,0.0
5439,numeric,1,success,1,1,1.923578,0.0,132,19,2026-05-21T18:55:51Z,2026-05-21T18:55:51Z,0.0
5440,numeric,1,success,1,0,1.692212,1.692212,93,11,2026-05-21T18:58:19Z,2026-05-21T18:58:19Z,0.0
5441,numeric,1,success,1,1,1.84439,0.0,129,14,2026-05-21T19:00:09Z,2026-05-21T19:00:09Z,0.0
5443,numeric,1,success,1,1,2.160664,0.0,207,34,2026-05-21T19:05:40Z,2026-05-21T19:05:40Z,0.0
5444,numeric,1,success,1,1,2.95511,0.0,522,31,2026-05-21T19:09:25Z,2026-05-21T19:09:25Z,0.0
5445,numeric,1,success,1,1,4.42646,0.0,898,47,2026-05-21T19:18:25Z,2026-05-21T19:18:25Z,0.0
5446,numeric,1,success,1,1,2.880444,0.0,298,65,2026-05-21T19:33:43Z,2026-05-21T19:33:43Z,0.0
5448,numeric,1,success,1,1,2.114628,0.0,149,33,2026-05-21T19:43:37Z,2026-05-21T19:43:37Z,0.0
5449,numeric,1,success,1,1,4.00314,0.0,932,52,2026-05-21T19:46:23Z,2026-05-21T19:46:23Z,0.0
5450,numeric,1,success,1,1,3.637765,0.0,654,90,2026-05-21T20:02:16Z,2026-05-21T20:02:16Z,0.0
5451,numeric,1,success,1,1,2.472837,0.0,330,28,2026-05-21T20:13:35Z,2026-05-21T20:13:35Z,0.0
5453,numeric,1,success,1,1,2.248702,0.0,333,25,2026-05-21T20:24:12Z,2026-05-21T20:24:12Z,0.0
5455,numeric,1,success,1,1,2.150837,0.0,191,41,2026-05-22T14:28:19Z,2026-05-22T14:28:19Z,0.0
5458,numeric,1,success,1,1,1.832286,0.0,125,11,2026-05-22T14:37:34Z,2026-05-22T14:37:34Z,0.0
5459,numeric,1,success,1,1,2.906323,0.0,565,31,2026-05-22T14:40:10Z,2026-05-22T14:40:10Z,0.0
5460,numeric,1,success,1,1,2.212193,0.0,236,32,2026-05-22T14:49:51Z,2026-05-22T14:49:51Z,0.0
5461,numeric,1,success,1,1,4.345249,0.0,1018,74,2026-05-22T14:54:04Z,2026-05-22T14:54:04Z,0.0
5463,numeric,14,failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;success,1,1,4.434547,0.0,17266,65,2026-05-22T15:16:53Z,2026-05-22T20:46:33Z,5.49
5464,numeric,1,success,1,1,2.762945,0.0,469,40,2026-05-22T21:17:48Z,2026-05-22T21:17:48Z,0.0
5468,numeric,1,success,1,1,3.903493,0.0,812,81,2026-05-22T21:57:23Z,2026-05-22T21:57:23Z,0.0
5469,numeric,1,success,1,1,2.209412,0.0,260,29,2026-05-22T22:11:14Z,2026-05-22T22:11:14Z,0.0
5470,numeric,1,success,1,1,4.131822,0.0,725,100,2026-05-22T22:15:53Z,2026-05-22T22:15:53Z,0.0
5471,numeric,1,success,1,1,3.794804,0.0,998,17,2026-05-22T22:28:18Z,2026-05-22T22:28:18Z,0.0
5472,numeric,1,success,1,0,2.009677,2.009677,159,18,2026-05-22T22:47:58Z,2026-05-22T22:47:58Z,0.0
5473,numeric,1,success,1,1,3.401049,0.0,670,43,2026-05-22T22:50:50Z,2026-05-22T22:50:50Z,0.0
5474,numeric,1,success,1,1,3.064745,0.0,429,78,2026-05-22T23:02:20Z,2026-05-22T23:02:20Z,0.0
5475,numeric,1,success,1,1,6.132631,0.0,1304,124,2026-05-22T23:09:45Z,2026-05-22T23:09:45Z,0.0
5476,numeric,1,success,1,1,2.721906,0.0,243,54,2026-05-22T23:31:46Z,2026-05-22T23:31:46Z,0.0
5478,numeric,1,success,1,1,2.221069,0.0,176,29,2026-05-22T23:39:43Z,2026-05-22T23:39:43Z,0.0
5479,numeric,1,success,1,1,1.971057,0.0,158,15,2026-05-22T23:42:55Z,2026-05-22T23:42:55Z,0.0
5480,numeric,1,success,1,1,3.684932,0.0,900,39,2026-05-22T23:45:50Z,2026-05-22T23:45:50Z,0.0
5481,numeric,1,success,1,1,2.040513,0.0,169,19,2026-05-23T00:01:12Z,2026-05-23T00:01:12Z,0.0
5483,numeric,1,success,1,1,1.915694,0.0,126,15,2026-05-23T00:08:57Z,2026-05-23T00:08:57Z,0.0
5484,numeric,1,success,1,1,2.810607,0.0,524,32,2026-05-23T00:11:22Z,2026-05-23T00:11:22Z,0.0
5485,numeric,1,success,1,1,1.981702,0.0,153,17,2026-05-23T00:20:25Z,2026-05-23T00:20:25Z,0.0
5486,numeric,1,success,1,0,1.777258,1.777258,119,11,2026-05-23T00:23:14Z,2026-05-23T00:23:14Z,0.0
5488,numeric,1,success,1,0,1.75386,1.75386,112,11,2026-05-23T00:30:41Z,2026-05-23T00:30:41Z,0.0
5489,numeric,1,success,1,0,1.77473,1.77473,118,16,2026-05-23T00:32:49Z,2026-05-23T00:32:49Z,0.0
5490,numeric,1,success,1,1,1.800039,0.0,109,13,2026-05-23T01:04:20Z,2026-05-23T01:04:20Z,0.0
5491,numeric,1,success,1,0,1.899749,1.899749,156,24,2026-05-23T01:06:26Z,2026-05-23T01:06:26Z,0.0
5492,numeric,1,success,1,0,1.757689,1.757689,134,21,2026-05-23T01:19:28Z,2026-05-23T01:19:28Z,0.0
5493,numeric,1,success,1,1,1.992207,0.0,226,27,2026-05-23T01:21:54Z,2026-05-23T01:21:54Z,0.0
5495,numeric,1,success,1,1,2.211971,0.0,245,38,2026-05-23T01:26:00Z,2026-05-23T01:26:00Z,0.0
5498,numeric,1,success,1,1,2.857014,0.0,424,58,2026-05-23T01:37:03Z,2026-05-23T01:37:03Z,0.0
5499,numeric,1,success,1,1,1.937905,0.0,180,18,2026-05-23T01:44:27Z,2026-05-23T01:44:27Z,0.0
5500,numeric,1,success,1,1,2.441251,0.0,312,35,2026-05-23T01:47:44Z,2026-05-23T01:47:44Z,0.0
5501,numeric,1,success,1,1,2.057435,0.0,178,24,2026-05-23T01:53:10Z,2026-05-23T01:53:10Z,0.0
5502,numeric,1,success,1,1,4.976075,0.0,1027,123,2026-05-23T02:02:43Z,2026-05-23T02:02:43Z,0.0
5503,numeric,1,success,1,0,1.818742,1.818742,120,13,2026-05-23T02:20:02Z,2026-05-23T02:20:02Z,0.0
5504,numeric,1,success,1,1,1.793907,0.0,99,12,2026-05-23T02:22:16Z,2026-05-23T02:22:16Z,0.0
5505,numeric,1,success,1,1,2.173254,0.0,312,23,2026-05-23T02:24:09Z,2026-05-23T02:24:09Z,0.0
5506,numeric,1,success,1,1,2.220144,0.0,296,16,2026-05-23T02:29:39Z,2026-05-23T02:29:39Z,0.0
5508,numeric,1,success,1,0,1.749405,1.749405,87,10,2026-05-23T02:39:30Z,2026-05-23T02:39:30Z,0.0
5509,numeric,5,failed;failed;failed;failed;failed,0,0,2.475052,2.475052,524,0,2026-05-23T02:41:12Z,2026-05-23T02:51:12Z,0.17
5512,numeric,1,success,1,1,3.580833,0.0,408,101,2026-05-23T11:24:30Z,2026-05-23T11:24:30Z,0.0
5513,numeric,1,success,1,0,1.782764,1.782764,136,23,2026-05-23T11:31:30Z,2026-05-23T11:31:30Z,0.0
5514,numeric,1,success,1,0,1.844562,1.844562,111,17,2026-05-23T11:34:00Z,2026-05-23T11:34:00Z,0.0
5515,numeric,1,success,1,0,1.762619,1.762619,92,15,2026-05-23T11:36:07Z,2026-05-23T11:36:07Z,0.0
5516,numeric,1,success,1,0,1.80019,1.80019,83,11,2026-05-23T11:37:56Z,2026-05-23T11:37:56Z,0.0
5518,numeric,1,success,1,1,1.958748,0.0,185,37,2026-05-23T11:45:14Z,2026-05-23T11:45:14Z,0.0
5519,numeric,1,success,1,1,2.004033,0.0,133,21,2026-05-23T11:48:37Z,2026-05-23T11:48:37Z,0.0
5520,numeric,1,success,1,1,1.91224,0.0,132,18,2026-05-23T11:51:07Z,2026-05-23T11:51:07Z,0.0
5521,numeric,1,success,1,1,2.705989,0.0,459,38,2026-05-23T11:53:35Z,2026-05-23T11:53:35Z,0.0
5523,numeric,1,success,1,1,2.596047,0.0,442,26,2026-05-23T12:06:58Z,2026-05-23T12:06:58Z,0.0
5524,numeric,1,success,1,1,2.780112,0.0,393,61,2026-05-23T12:14:40Z,2026-05-23T12:14:40Z,0.0
5525,numeric,1,success,1,1,2.008385,0.0,194,15,2026-05-23T12:21:27Z,2026-05-23T12:21:27Z,0.0
5526,numeric,1,success,1,0,1.69777,1.69777,110,11,2026-05-23T12:24:55Z,2026-05-23T12:24:55Z,0.0
5528,numeric,1,success,1,0,1.823916,1.823916,116,13,2026-05-23T12:32:23Z,2026-05-23T12:32:23Z,0.0
5529,numeric,1,success,1,0,2.249465,2.249465,271,37,2026-05-23T12:34:34Z,2026-05-23T12:34:34Z,0.0
5530,numeric,1,success,1,1,3.193061,0.0,494,88,2026-05-23T12:39:20Z,2026-05-23T12:39:20Z,0.0
5531,numeric,1,success,1,1,1.97618,0.0,153,36,2026-05-23T12:47:52Z,2026-05-23T12:47:52Z,0.0
5532,numeric,1,success,1,1,5.696995,0.0,1037,139,2026-05-23T12:56:02Z,2026-05-23T12:56:02Z,0.0
5533,numeric,1,success,1,1,2.852094,0.0,486,39,2026-05-23T13:13:32Z,2026-05-23T13:13:32Z,0.0
5534,numeric,1,success,1,0,1.945076,1.945076,150,20,2026-05-23T15:20:04Z,2026-05-23T15:20:04Z,0.0
5535,numeric,1,success,1,0,2.076466,2.076466,180,47,2026-05-23T15:22:49Z,2026-05-23T15:22:49Z,0.0
5536,numeric,1,success,1,0,2.752883,2.752883,431,60,2026-05-23T15:26:04Z,2026-05-23T15:26:04Z,0.0
5537,numeric,1,success,1,1,4.484959,0.0,698,113,2026-05-23T15:40:29Z,2026-05-23T15:40:29Z,0.0
5538,numeric,1,success,1,0,1.800775,1.800775,118,15,2026-05-23T15:52:19Z,2026-05-23T15:52:19Z,0.0
5539,numeric,1,success,1,0,1.749276,1.749276,110,12,2026-05-23T15:54:31Z,2026-05-23T15:54:31Z,0.0
5540,numeric,1,success,1,0,1.66948,1.66948,69,8,2026-05-23T15:56:37Z,2026-05-23T15:56:37Z,0.0
5541,numeric,1,success,1,0,3.215493,3.215493,1222,29,2026-05-23T15:58:03Z,2026-05-23T15:58:03Z,0.0
5542,numeric,1,success,1,0,1.839185,1.839185,184,28,2026-05-23T16:31:53Z,2026-05-23T16:31:53Z,0.0
5543,numeric,1,success,1,0,3.166,3.166,727,34,2026-05-23T16:35:09Z,2026-05-23T16:35:09Z,0.0
5544,numeric,1,success,1,0,1.888178,1.888178,124,11,2026-05-23T16:47:32Z,2026-05-23T16:47:32Z,0.0
5545,numeric,1,success,1,0,2.115406,2.115406,200,33,2026-05-23T16:49:49Z,2026-05-23T16:49:49Z,0.0
5546,numeric,1,success,1,0,1.861164,1.861164,172,21,2026-05-23T16:59:28Z,2026-05-23T16:59:28Z,0.0
5547,numeric,1,success,1,1,3.391568,0.0,415,97,2026-05-23T17:02:33Z,2026-05-23T17:02:33Z,0.0
5548,numeric,1,success,1,1,2.157958,0.0,217,26,2026-05-23T17:09:43Z,2026-05-23T17:09:43Z,0.0
5549,numeric,1,success,1,1,2.483956,0.0,235,48,2026-05-23T17:13:40Z,2026-05-23T17:13:40Z,0.0
5550,numeric,1,success,1,1,2.112721,0.0,248,18,2026-05-23T17:17:53Z,2026-05-23T17:17:53Z,0.0
5552,numeric,1,success,1,1,3.410336,0.0,488,92,2026-05-23T17:28:38Z,2026-05-23T17:28:38Z,0.0
5553,numeric,1,success,1,1,3.688175,0.0,867,56,2026-05-23T17:37:02Z,2026-05-23T17:37:02Z,0.0
5554,numeric,1,success,1,1,5.594343,0.0,937,137,2026-05-24T01:12:16Z,2026-05-24T01:12:16Z,0.0
5555,numeric,1,success,1,1,4.306223,0.0,1088,49,2026-05-24T01:28:09Z,2026-05-24T01:28:09Z,0.0
5557,numeric,1,success,1,1,2.427472,0.0,221,36,2026-05-24T01:50:59Z,2026-05-24T01:50:59Z,0.0
5558,numeric,1,success,1,1,3.356546,0.0,569,65,2026-05-24T01:54:57Z,2026-05-24T01:54:57Z,0.0
5559,numeric,1,success,1,1,3.918072,0.0,954,66,2026-05-24T02:04:43Z,2026-05-24T02:04:43Z,0.0
5560,numeric,1,success,1,1,2.339062,0.0,259,34,2026-05-24T02:20:55Z,2026-05-24T02:20:55Z,0.0
5561,numeric,1,success,1,1,4.405056,0.0,687,109,2026-05-24T02:29:32Z,2026-05-24T02:29:32Z,0.0
5562,numeric,1,success,1,0,3.164045,3.164045,599,42,2026-05-24T02:41:10Z,2026-05-24T02:41:10Z,0.0
5563,numeric,1,success,1,1,3.085455,0.0,534,46,2026-05-24T02:51:25Z,2026-05-24T02:51:25Z,0.0
5564,numeric,1,success,1,0,1.895789,1.895789,107,16,2026-05-24T03:00:33Z,2026-05-24T03:00:33Z,0.0
5565,numeric,1,success,1,0,1.991563,1.991563,118,18,2026-05-24T03:02:37Z,2026-05-24T03:02:37Z,0.0
5567,numeric,1,success,1,1,1.928376,0.0,119,18,2026-05-24T03:10:18Z,2026-05-24T03:10:18Z,0.0
5568,numeric,1,success,1,1,2.941878,0.0,635,31,2026-05-24T03:12:33Z,2026-05-24T03:12:33Z,0.0
5569,numeric,1,success,1,1,2.285326,0.0,328,47,2026-05-24T03:23:24Z,2026-05-24T03:23:24Z,0.0
5570,numeric,1,success,1,1,1.917469,0.0,159,21,2026-05-24T03:29:10Z,2026-05-24T03:29:10Z,0.0
5572,numeric,1,success,1,1,3.52448,0.0,1449,102,2026-05-24T03:36:24Z,2026-05-24T03:36:24Z,0.0
5573,numeric,1,success,1,1,3.894525,0.0,910,64,2026-05-24T04:00:50Z,2026-05-24T04:00:50Z,0.0
5574,numeric,1,success,1,1,2.504688,0.0,332,48,2026-05-24T04:16:19Z,2026-05-24T04:16:19Z,0.0
5575,numeric,1,success,1,1,2.431273,0.0,366,33,2026-05-24T04:22:08Z,2026-05-24T04:22:08Z,0.0
5576,numeric,1,failed,0,0,0.0,0.0,1502,0,2026-05-24T04:33:13Z,2026-05-24T04:33:13Z,0.0
5577,numeric,1,failed,0,0,0.0,0.0,1502,0,2026-05-24T04:58:24Z,2026-05-24T04:58:24Z,0.0
5582,numeric,1,success,1,1,2.469324,0.0,330,31,2026-05-27T14:22:41Z,2026-05-27T14:22:41Z,0.0
5583,numeric,1,success,1,0,1.804173,1.804173,73,8,2026-05-27T14:28:35Z,2026-05-27T14:28:35Z,0.0
5584,numeric,1,success,1,1,2.713891,0.0,390,26,2026-05-27T14:30:10Z,2026-05-27T14:30:10Z,0.0
5585,numeric,1,success,1,1,2.183037,0.0,201,56,2026-05-27T14:37:02Z,2026-05-27T14:37:02Z,0.0
5587,numeric,1,success,1,1,1.989971,0.0,123,21,2026-05-27T14:47:11Z,2026-05-27T14:47:11Z,0.0
5588,numeric,1,success,1,0,1.83702,1.83702,99,9,2026-05-27T14:49:38Z,2026-05-27T14:49:38Z,0.0
5589,numeric,1,success,1,0,1.785434,1.785434,95,8,2026-05-27T14:51:37Z,2026-05-27T14:51:37Z,0.0
5590,numeric,1,success,1,0,1.794159,1.794159,81,8,2026-05-27T14:53:36Z,2026-05-27T14:53:36Z,0.0
5592,numeric,1,success,1,1,2.906655,0.0,395,48,2026-05-27T15:00:17Z,2026-05-27T15:00:17Z,0.0
5593,numeric,1,success,1,1,2.208997,0.0,166,29,2026-05-27T15:07:19Z,2026-05-27T15:07:19Z,0.0
5594,numeric,1,success,1,1,2.179934,0.0,142,28,2026-05-27T15:10:32Z,2026-05-27T15:10:32Z,0.0
5595,numeric,1,success,1,0,1.777011,1.777011,66,7,2026-05-27T15:13:20Z,2026-05-27T15:13:20Z,0.0
5596,numeric,1,success,1,1,3.170263,0.0,508,67,2026-05-27T15:19:26Z,2026-05-27T15:19:26Z,0.0
5597,numeric,1,success,1,1,2.291131,0.0,226,28,2026-05-27T15:28:13Z,2026-05-27T15:28:13Z,0.0
5598,numeric,1,success,1,0,1.932409,1.932409,150,26,2026-05-27T15:32:17Z,2026-05-27T15:32:17Z,0.0
5600,numeric,1,success,1,0,1.827766,1.827766,83,13,2026-05-27T15:38:45Z,2026-05-27T15:38:45Z,0.0
5601,numeric,1,success,1,1,2.103605,0.0,203,31,2026-05-27T15:40:30Z,2026-05-27T15:40:30Z,0.0
5602,numeric,1,success,1,1,3.250352,0.0,585,43,2026-05-27T15:44:13Z,2026-05-27T15:44:13Z,0.0
5603,numeric,1,success,1,1,1.954322,0.0,118,17,2026-05-27T15:54:16Z,2026-05-27T15:54:16Z,0.0
5605,numeric,1,success,1,1,5.122879,0.0,1358,117,2026-05-27T19:02:35Z,2026-05-27T19:02:35Z,0.0
5606,numeric,1,success,1,1,4.569606,0.0,1121,62,2026-05-27T19:25:37Z,2026-05-27T19:25:37Z,0.0
5607,numeric,1,success,1,1,4.149714,0.0,957,52,2026-05-27T19:44:35Z,2026-05-27T19:44:35Z,0.0
5608,numeric,2,failed;success,1,1,6.154632,2.347402,1424,67,2026-05-27T20:00:52Z,2026-05-27T20:11:30Z,0.18
5610,numeric,1,success,1,0,1.819672,1.819672,72,9,2026-05-27T20:31:36Z,2026-05-27T20:31:36Z,0.0
5611,numeric,1,success,1,1,2.084488,0.0,218,43,2026-05-27T20:33:07Z,2026-05-27T20:33:07Z,0.0
5612,numeric,1,success,1,1,4.386234,0.0,1086,53,2026-05-27T20:37:02Z,2026-05-27T20:37:02Z,0.0
5613,numeric,1,success,1,0,2.141542,2.141542,163,26,2026-05-27T20:55:24Z,2026-05-27T20:55:24Z,0.0
5615,numeric,1,success,1,1,3.465699,0.0,825,39,2026-05-27T21:03:22Z,2026-05-27T21:03:22Z,0.0
5616,numeric,1,success,1,1,3.75506,0.0,704,50,2026-05-27T21:17:25Z,2026-05-27T21:17:25Z,0.0
5617,numeric,1,success,1,1,2.271915,0.0,160,37,2026-05-27T21:29:28Z,2026-05-27T21:29:28Z,0.0
5618,numeric,1,success,1,1,2.301937,0.0,156,37,2026-05-27T21:32:30Z,2026-05-27T21:32:30Z,0.0
5620,numeric,1,success,1,1,3.686558,0.0,489,107,2026-05-27T21:40:12Z,2026-05-27T21:40:12Z,0.0
5621,numeric,1,success,1,1,2.622905,0.0,430,49,2026-05-27T21:48:42Z,2026-05-27T21:48:42Z,0.0
5622,numeric,1,success,1,1,1.860596,0.0,129,14,2026-05-27T21:56:09Z,2026-05-27T21:56:09Z,0.0
5623,numeric,4,failed;failed;failed;failed,0,0,0.0,0.0,351,0,2026-05-27T21:58:39Z,2026-05-27T23:12:27Z,1.23
5624,numeric,1,success,1,1,2.4963,0.0,353,34,2026-05-28T16:06:42Z,2026-05-28T16:06:42Z,0.0
5625,numeric,1,success,1,1,4.550915,0.0,1199,85,2026-05-28T16:12:50Z,2026-05-28T16:12:50Z,0.0
5626,numeric,1,success,1,0,1.624313,1.624313,70,12,2026-05-28T16:33:16Z,2026-05-28T16:33:16Z,0.0
5628,numeric,1,success,1,1,2.049009,0.0,218,35,2026-05-28T16:34:43Z,2026-05-28T16:34:43Z,0.0
5630,numeric,1,success,1,1,2.223274,0.0,194,35,2026-05-28T16:45:29Z,2026-05-28T16:45:29Z,0.0
5631,numeric,1,success,1,1,2.550402,0.0,263,64,2026-05-28T16:49:01Z,2026-05-28T16:49:01Z,0.0
5632,numeric,1,success,1,1,2.640828,0.0,603,40,2026-05-28T16:53:45Z,2026-05-28T16:53:45Z,0.0
5633,numeric,1,success,1,1,2.322983,0.0,214,54,2026-05-28T17:04:03Z,2026-05-28T17:04:03Z,0.0
5634,numeric,1,success,1,0,3.339424,3.339424,450,68,2026-05-28T17:11:18Z,2026-05-28T17:11:18Z,0.0
5635,numeric,1,success,1,0,1.677644,1.677644,85,10,2026-05-28T17:19:03Z,2026-05-28T17:19:03Z,0.0
5636,numeric,1,success,1,1,1.843268,0.0,123,19,2026-05-28T17:20:46Z,2026-05-28T17:20:46Z,0.0
5637,numeric,1,success,1,1,2.91378,0.0,651,29,2026-05-28T17:26:12Z,2026-05-28T17:26:12Z,0.0
5639,numeric,1,success,1,1,2.305988,0.0,300,27,2026-05-28T17:43:04Z,2026-05-28T17:43:04Z,0.0
5640,numeric,4,failed;failed;failed;success,1,1,2.850838,0.0,5403,19,2026-05-28T17:48:19Z,2026-05-28T19:04:40Z,1.27
5641,numeric,1,success,1,1,3.158415,0.0,670,65,2026-05-28T19:19:52Z,2026-05-28T19:19:52Z,0.0
5642,numeric,1,success,1,1,1.721954,0.0,97,14,2026-05-28T19:31:21Z,2026-05-28T19:31:21Z,0.0
5644,numeric,1,success,1,1,4.914466,0.0,1220,96,2026-05-29T15:28:21Z,2026-05-29T15:28:21Z,0.0
5645,numeric,1,success,1,1,2.79988,0.0,544,28,2026-05-29T15:49:03Z,2026-05-29T15:49:03Z,0.0
5646,numeric,1,success,1,1,2.932862,0.0,597,55,2026-05-29T15:58:26Z,2026-05-29T15:58:26Z,0.0
5647,numeric,1,success,1,1,2.083269,0.0,235,29,2026-05-29T16:08:45Z,2026-05-29T16:08:45Z,0.0
5649,numeric,1,success,1,1,2.1282,0.0,172,32,2026-05-29T16:16:13Z,2026-05-29T16:16:13Z,0.0
5650,numeric,1,success,1,1,2.283783,0.0,327,24,2026-05-29T16:19:30Z,2026-05-29T16:19:30Z,0.0
5651,numeric,1,success,1,1,4.78276,0.0,1229,74,2026-05-29T16:25:22Z,2026-05-29T16:25:22Z,0.0
5652,numeric,1,success,1,1,2.082644,0.0,154,23,2026-05-29T16:46:12Z,2026-05-29T16:46:12Z,0.0
5654,numeric,1,success,1,1,3.313581,0.0,499,98,2026-05-29T16:53:54Z,2026-05-29T16:53:54Z,0.0
5655,numeric,1,success,1,1,4.42559,0.0,905,126,2026-05-29T17:02:37Z,2026-05-29T17:02:37Z,0.0
5656,numeric,1,success,1,1,1.867455,0.0,151,20,2026-05-29T17:18:02Z,2026-05-29T17:18:02Z,0.0
5657,numeric,1,success,1,1,2.390973,0.0,354,27,2026-05-29T17:20:51Z,2026-05-29T17:20:51Z,0.0
5659,numeric,8,failed;failed;failed;failed;failed;failed;failed;failed,0,0,0.0,0.0,9443,0,2026-05-29T17:33:06Z,2026-05-29T19:57:05Z,2.4
5664,numeric,14,failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed;failed,0,0,2.807602,2.807602,1117,0,2026-05-29T20:20:47Z,2026-05-30T03:41:52Z,7.35
5666,numeric,3,failed;failed;failed,0,0,0.0,0.0,19,0,2026-05-30T00:44:17Z,2026-05-30T04:20:27Z,3.6
5668,numeric,1,success,1,0,2.779136,2.779136,335,55,2026-05-30T15:42:41Z,2026-05-30T15:42:41Z,0.0
5669,numeric,1,success,1,1,4.389625,0.0,1035,80,2026-05-30T15:48:29Z,2026-05-30T15:48:29Z,0.0
5670,numeric,1,success,1,1,3.282716,0.0,866,13,2026-05-30T16:06:03Z,2026-05-30T16:06:03Z,0.0
5671,numeric,1,success,1,1,2.085995,0.0,165,42,2026-05-30T16:20:43Z,2026-05-30T16:20:43Z,0.0
5672,numeric,1,success,1,1,2.502639,0.0,363,31,2026-05-30T16:23:45Z,2026-05-30T16:23:45Z,0.0
5673,numeric,1,success,1,0,2.108118,2.108118,182,27,2026-05-30T16:33:04Z,2026-05-30T16:33:04Z,0.0
5674,numeric,1,success,1,1,2.094894,0.0,185,40,2026-05-30T16:36:19Z,2026-05-30T16:36:19Z,0.0
5675,numeric,1,success,1,1,2.387055,0.0,275,47,2026-05-30T16:39:39Z,2026-05-30T16:39:39Z,0.0
5677,numeric,1,success,1,0,1.93084,1.93084,154,14,2026-05-30T16:49:57Z,2026-05-30T16:49:57Z,0.0
5678,numeric,1,success,1,0,1.945891,1.945891,157,25,2026-05-30T16:52:48Z,2026-05-30T16:52:48Z,0.0
5679,numeric,1,success,1,1,2.260347,0.0,413,19,2026-05-30T16:55:40Z,2026-05-30T16:55:40Z,0.0
5680,numeric,1,success,1,1,2.272362,0.0,250,41,2026-05-30T17:02:49Z,2026-05-30T17:02:49Z,0.0
78,numeric,1,success,1,1,0.91638,0.0,233,0,2026-03-02T03:16:49Z,2026-03-02T03:16:49Z,0.0
79,numeric,1,failed,0,0,0.0,0.0,900,0,2026-03-02T03:26:43Z,2026-03-02T03:26:43Z,0.0
80,numeric,2,failed;failed,0,0,0.0,0.0,1800,0,2026-03-02T03:48:53Z,2026-03-02T04:09:59Z,0.35
86,numeric,1,success,1,1,1.377913,0.0,409,0,2026-03-02T13:55:01Z,2026-03-02T13:55:01Z,0.0
87,numeric,1,success,1,1,1.329844,0.0,444,0,2026-03-02T14:06:26Z,2026-03-02T14:06:26Z,0.0
88,numeric,1,success,1,1,0.717908,0.0,162,0,2026-03-02T14:16:45Z,2026-03-02T14:16:45Z,0.0
89,numeric,1,success,1,1,0.658907,0.0,149,0,2026-03-02T14:26:35Z,2026-03-02T14:26:35Z,0.0
90,numeric,1,success,1,1,0.356797,0.0,113,0,2026-03-02T14:32:14Z,2026-03-02T14:32:14Z,0.0
91,numeric,1,success,1,1,0.587692,0.0,321,0,2026-03-02T14:39:06Z,2026-03-02T14:39:06Z,0.0
92,numeric,1,success,1,1,0.794307,0.0,152,0,2026-03-02T14:57:36Z,2026-03-02T14:57:36Z,0.0
93,numeric,1,success,1,1,0.729181,0.0,88,0,2026-03-02T15:02:35Z,2026-03-02T15:02:35Z,0.0
94,numeric,1,success,1,1,0.791919,0.0,237,0,2026-03-02T15:06:12Z,2026-03-02T15:06:12Z,0.0
98,numeric,1,success,1,1,1.183168,0.0,205,0,2026-03-02T16:04:18Z,2026-03-02T16:04:18Z,0.0
99,numeric,1,success,1,1,0.812014,0.0,192,0,2026-03-02T16:12:46Z,2026-03-02T16:12:46Z,0.0
